,OPEN,CLOSE,HIGH,LOW,ADJCLOSE,DATE,VOLUME,RSI_10,RSI_25,EMA_10,EMA_25,EMA_50,PGO_10,PGO_25,VIA_15,VIB_15,VIA_30,VIB_30,BOP,NAT_30,ETP_10,ETP_25,MAD_10,MAD_25,SIN_25,SIN_50,LIN_10,LIN_90,PREDICTION,TARGET_DIFF,TARGET_PCNT,TARGET_HI,TARGET_LO
385,0.06138,0.06138,0.0625,0.06138,0.04785,1982-06-23,52752000,56.50488,44.51693,0.05941,0.06102,0.06453,1.81013,0.53087,-0.47955,-0.50457,-0.54367,-0.55314,0.0,2.33899,3.32362,4.44087,0.00107,0.00204,0.10414,-0.48892,0.05944,0.05851,0,0.0,1.0,0.06194,0.06138
386,0.06138,0.06138,0.06194,0.06138,0.04785,1982-06-24,44150400,56.50488,44.51693,0.05977,0.06105,0.06441,1.47844,0.56222,-0.4296,-0.48652,-0.50882,-0.54516,0.0,2.24695,3.33717,4.45451,0.00098,0.00199,0.80735,0.46025,0.05989,0.0584,0,-0.00056,0.8648,0.05971,0.05915
387,0.05971,0.05915,0.05971,0.05915,0.04611,1982-06-25,26678400,44.19662,41.04976,0.05966,0.0609,0.0642,-0.21333,-0.75171,-0.38031,-0.45116,-0.4824,-0.52452,-1.0,2.42446,3.33593,4.46195,0.001,0.00191,0.93482,0.92678,0.05982,0.05822,0,-0.00056,0.86368,0.05915,0.05859
388,0.05915,0.05859,0.05915,0.05859,0.04567,1982-06-28,25155200,41.66431,40.23014,0.05946,0.06073,0.06398,-0.55067,-0.9847,-0.35643,-0.4093,-0.47285,-0.49983,-1.0,2.35138,3.33238,4.46668,0.00106,0.0018,0.55824,0.91455,0.05961,0.05807,0,-0.00056,0.86034,0.05748,0.05692
389,0.05748,0.05692,0.05748,0.05692,0.04437,1982-06-29,35817600,35.01641,37.88063,0.059,0.06043,0.0637,-1.58687,-1.87381,-0.35995,-0.37717,-0.47258,-0.48198,-1.0,2.45351,3.32377,4.46662,0.00123,0.00169,-0.46735,0.37398,0.05897,0.05784,0,0.0,1.0,0.05748,0.05692
390,0.05692,0.05692,0.05748,0.05692,0.04437,1982-06-30,67625600,35.01641,37.88063,0.05862,0.06016,0.06344,-1.38238,-1.69816,-0.36943,-0.36375,-0.46742,-0.47345,0.0,2.35869,3.31516,4.46671,0.00132,0.00159,-0.91339,-0.61581,0.05844,0.05762,0,-0.00056,0.85911,0.05692,0.05636
391,0.05692,0.05636,0.05692,0.05636,0.04393,1982-07-01,55731200,32.84672,37.09243,0.05821,0.05987,0.06316,-1.65696,-1.88588,-0.36964,-0.36414,-0.45498,-0.46797,-1.0,2.29254,3.30844,4.46679,0.0015,0.00154,-0.99469,-0.94016,0.05772,0.05736,0,-0.00056,0.85288,0.05413,0.05357
392,0.05413,0.05357,0.05413,0.05357,0.04176,1982-07-02,58105600,24.45763,33.47734,0.05737,0.05939,0.06278,-3.44567,-3.48052,-0.37901,-0.36952,-0.45006,-0.46124,-1.0,2.59234,3.29679,4.46312,0.0019,0.00162,-0.98015,-0.98413,0.05613,0.05701,0,-0.00056,0.84758,0.0519,0.05134
393,0.0519,0.05134,0.0519,0.05134,0.04002,1982-07-06,87696000,19.93579,30.96471,0.05627,0.05877,0.06234,-4.57012,-4.65429,-0.41609,-0.38047,-0.45985,-0.45622,-1.0,2.81066,3.27894,4.4548,0.00251,0.00177,-0.95604,-0.97232,0.05406,0.05658,0,0.0,1.0,0.0519,0.05134
394,0.05134,0.05134,0.0519,0.05134,0.04002,1982-07-07,30374400,19.93579,30.96471,0.05537,0.0582,0.0619,-3.93691,-4.40899,-0.46243,-0.40371,-0.47942,-0.45904,0.0,2.6997,3.25715,4.44886,0.00283,0.00198,-0.99008,-0.98114,0.05255,0.05616,0,-0.00056,0.84187,0.04967,0.04911
395,0.04967,0.04911,0.04967,0.04911,0.03828,1982-07-08,164326400,16.23102,28.63286,0.05424,0.0575,0.0614,-4.60747,-5.53245,-0.4995,-0.43926,-0.49899,-0.47127,-1.0,2.93316,3.22747,4.43612,0.0033,0.00223,-0.99988,-0.99633,0.05097,0.05569,0,0.0,1.0,0.05134,0.05078
396,0.05078,0.05078,0.05134,0.05078,0.03958,1982-07-09,128419200,27.44957,32.59273,0.05361,0.05698,0.06099,-2.5732,-4.18609,-0.51804,-0.47633,-0.50882,-0.48758,0.0,2.93701,3.2087,4.43222,0.00318,0.00248,-0.99084,-0.99923,0.0504,0.05531,0,0.0,1.0,0.05246,0.0519
397,0.0519,0.0519,0.05246,0.0519,0.04045,1982-07-12,63392000,34.03283,35.10811,0.0533,0.05659,0.06063,-1.24086,-3.27319,-0.50426,-0.5003,-0.50399,-0.49984,0.0,2.89707,3.20326,4.43445,0.00281,0.0027,-0.89374,-0.97873,0.0503,0.055,0,0.0,1.0,0.0558,0.05525
398,0.05525,0.05525,0.0558,0.05525,0.04306,1982-07-13,114374400,49.31714,41.86699,0.05365,0.05649,0.06042,1.26601,-0.97646,-0.46647,-0.50176,-0.48939,-0.50233,0.0,3.00125,3.21219,4.44419,0.00246,0.00274,-0.38963,-0.85035,0.05141,0.05482,0,0.0,1.0,0.05692,0.0558
399,0.0558,0.0558,0.05692,0.0558,0.0435,1982-07-14,71120000,51.37244,42.88438,0.05404,0.05643,0.06024,1.65117,-0.55513,-0.42731,-0.48114,-0.46758,-0.49386,0.0,2.97303,3.22791,4.45577,0.00234,0.00275,0.60698,-0.2551,0.0526,0.05455,0,0.0,1.0,0.05748,0.05692
400,0.05692,0.05692,0.05748,0.05692,0.04437,1982-07-15,65788800,55.45926,44.92881,0.05457,0.05647,0.06011,2.31363,0.17421,-0.41621,-0.45134,-0.44861,-0.47776,0.0,2.91692,3.24653,4.47124,0.00234,0.00275,0.95641,0.70311,0.05416,0.05432,0,0.0,1.0,0.05971,0.05915
401,0.05915,0.05915,0.05971,0.05915,0.04611,1982-07-16,77011200,62.44232,48.7347,0.0554,0.05668,0.06007,3.42942,1.56848,-0.4247,-0.4297,-0.42727,-0.45817,0.0,2.93016,3.27263,4.48947,0.00262,0.0028,0.9914,0.95371,0.0563,0.05421,0,0.0,1.0,0.06027,0.05971
402,0.05971,0.05971,0.06027,0.05971,0.04654,1982-07-19,83776000,64.01642,49.645,0.05618,0.05691,0.06006,3.33957,1.92073,-0.42315,-0.42205,-0.4004,-0.43662,0.0,2.83643,3.30651,4.50338,0.00324,0.0028,0.99515,0.98828,0.05811,0.0541,0,0.0,1.0,0.06417,0.06362
403,0.06362,0.06362,0.06417,0.06362,0.04958,1982-07-20,49705600,72.84561,55.40434,0.05754,0.05743,0.0602,4.74222,4.28844,-0.39635,-0.41804,-0.37513,-0.41318,0.0,2.94264,3.35411,4.52439,0.00368,0.00291,0.99526,0.99497,0.0605,0.05418,0,0.0,1.0,0.06417,0.06362
404,0.06362,0.06362,0.06417,0.06362,0.04958,1982-07-21,71702400,72.84561,55.40434,0.05864,0.0579,0.06033,3.9671,4.16135,-0.34439,-0.40135,-0.35263,-0.38849,0.0,2.80856,3.39482,4.5441,0.00402,0.00305,0.99525,0.99608,0.06236,0.05416,0,0.0,1.0,0.06473,0.06417
405,0.06417,0.06417,0.06473,0.06417,0.05002,1982-07-22,35212800,73.95538,56.1695,0.05965,0.05838,0.06048,3.40742,4.37448,-0.29243,-0.36618,-0.33322,-0.36485,0.0,2.71645,3.43624,4.56378,0.00396,0.00322,0.99384,0.99921,0.06357,0.05416,0,-0.00056,0.87209,0.06362,0.06306
406,0.06362,0.06306,0.06362,0.06306,0.04915,1982-07-23,18300800,67.74668,54.214,0.06027,0.05874,0.06058,2.10188,3.55236,-0.26124,-0.32187,-0.31868,-0.34425,-1.0,2.69949,3.46067,4.58232,0.00352,0.0034,0.96622,0.99252,0.06404,0.0541,0,-0.00056,0.86693,0.06083,0.06027
407,0.06083,0.06027,0.06083,0.06027,0.04698,1982-07-26,56851200,54.87958,49.68509,0.06027,0.05886,0.06057,0.06297,1.72579,-0.25084,-0.28376,-0.31877,-0.3292,-1.0,2.94088,3.46734,4.5961,0.00279,0.0035,0.77472,0.94605,0.06333,0.05384,0,0.0,1.0,0.06083,0.06027
408,0.06027,0.06027,0.06083,0.06027,0.04698,1982-07-27,32323200,54.87958,49.68509,0.06027,0.05897,0.06056,-0.21815,1.65183,-0.24039,-0.2595,-0.33351,-0.32361,0.0,2.81109,3.45953,4.60899,0.00237,0.00361,0.17532,0.77118,0.06271,0.05369,0,-0.00056,0.86145,0.05804,0.05748
409,0.05804,0.05748,0.05804,0.05748,0.0448,1982-07-28,53513600,44.45559,45.55573,0.05976,0.05886,0.06044,-1.8665,-0.02622,-0.22994,-0.24561,-0.35316,-0.3294,-1.0,3.07053,3.44008,4.61079,0.00223,0.00353,-0.80989,0.05803,0.06114,0.05356,0,0.0,1.0,0.06027,0.05971
410,0.05971,0.05971,0.06027,0.05971,0.04654,1982-07-29,61868800,52.4728,49.07928,0.05975,0.05892,0.06041,-0.76759,1.38559,-0.21948,-0.23516,-0.36789,-0.34333,0.0,3.06661,3.42309,4.61399,0.00201,0.00346,-0.96844,-0.80918,0.06029,0.05365,0,0.0,1.0,0.06083,0.06027
411,0.06027,0.06027,0.06083,0.06027,0.04698,1982-07-30,38617600,54.31281,49.92698,0.05985,0.05903,0.0604,-0.51953,1.74901,-0.20903,-0.22471,-0.37281,-0.35807,0.0,2.962,3.40115,4.61842,0.00192,0.00342,-0.91323,-0.98711,0.05979,0.05376,0,0.0,1.0,0.0625,0.06194
412,0.06194,0.06194,0.0625,0.06194,0.04828,1982-08-02,94393600,59.50725,52.38912,0.06023,0.05925,0.06046,0.2717,2.68851,-0.19858,-0.21426,-0.35989,-0.36574,0.0,2.92847,3.38404,4.63061,0.00184,0.00353,-0.6151,-0.91107,0.05979,0.05386,0,-0.00055,0.86468,0.05859,0.05804
413,0.05859,0.05804,0.05859,0.05804,0.04524,1982-08-03,89868800,45.95086,46.79208,0.05983,0.05916,0.06037,-1.51,0.32532,-0.19839,-0.20552,-0.33861,-0.36199,-1.0,3.35714,3.34859,4.63511,0.00185,0.00351,-0.43728,-0.81014,0.0591,0.05379,0,-0.00056,0.86145,0.05804,0.05748
414,0.05804,0.05748,0.05804,0.05748,0.0448,1982-08-04,83865600,44.33931,46.05612,0.0594,0.05903,0.06025,-1.4735,-0.02592,-0.2318,-0.2058,-0.33363,-0.35058,-1.0,3.234,3.31745,4.64134,0.00167,0.00348,-0.54212,-0.90208,0.05847,0.05369,0,-0.00055,0.85886,0.0558,0.05525
415,0.0558,0.05525,0.0558,0.05525,0.04306,1982-08-05,69753600,38.38316,43.23534,0.05865,0.05874,0.06006,-2.16497,-1.31572,-0.29023,-0.22487,-0.3559,-0.34338,-1.0,3.40786,3.28513,4.6421,0.00185,0.00355,-0.87311,-0.84026,0.05753,0.05353,0,-0.00056,0.85543,0.05525,0.05469
416,0.05525,0.05469,0.05525,0.05469,0.04263,1982-08-06,96835200,36.99648,42.55358,0.05793,0.05843,0.05985,-2.03519,-1.60456,-0.36236,-0.26747,-0.39489,-0.3521,-1.0,3.28671,3.26089,4.64236,0.00195,0.00363,-0.97496,-0.9342,0.05666,0.05339,0,0.0,1.0,0.0558,0.05525
417,0.05525,0.05525,0.0558,0.05525,0.04306,1982-08-09,56112000,39.42794,43.48192,0.05744,0.05818,0.05967,-1.49347,-1.30923,-0.42205,-0.32651,-0.42262,-0.37631,0.0,3.17311,3.25134,4.64924,0.00201,0.00355,-0.98927,-0.98706,0.05593,0.05328,0,0.0,1.0,0.05915,0.05859
418,0.05859,0.05859,0.05915,0.05859,0.04567,1982-08-10,112246400,51.76428,48.63858,0.05765,0.05821,0.05963,0.38188,0.49742,-0.45552,-0.38576,-0.42493,-0.40264,0.0,3.22863,3.25487,4.66714,0.00184,0.00334,-0.82649,-0.97668,0.05639,0.05342,0,0.0,1.0,0.05971,0.05915
419,0.05915,0.05915,0.05971,0.05915,0.04611,1982-08-11,69888000,53.52751,49.44419,0.05792,0.05828,0.05961,0.59039,0.64095,-0.4666,-0.43069,-0.40343,-0.41557,0.0,3.11389,3.26901,4.68475,0.0019,0.0031,-0.17185,-0.77427,0.05671,0.0536,0,-0.00056,0.86368,0.05915,0.05859
420,0.05915,0.05859,0.05915,0.05859,0.04567,1982-08-12,30620800,51.43829,48.64932,0.05804,0.05831,0.05957,0.35734,0.08895,-0.47748,-0.4573,-0.38189,-0.4102,-1.0,3.0025,3.27549,4.70446,0.00181,0.00272,0.77428,-0.13134,0.05709,0.05376,0,0.0,1.0,0.05915,0.05859
421,0.05859,0.05859,0.05915,0.05859,0.04567,1982-08-13,25961600,51.43829,48.64932,0.05814,0.05833,0.05953,0.45783,-0.09443,-0.48835,-0.47201,-0.3711,-0.39444,0.0,2.87046,3.28112,4.71874,0.00167,0.00239,0.99436,0.8425,0.0576,0.05393,0,0.0,1.0,0.06027,0.05971
422,0.05971,0.05971,0.06027,0.05971,0.04654,1982-08-16,38416000,55.70692,50.3804,0.05843,0.05844,0.05954,1.21813,0.3801,-0.4771,-0.47923,-0.36031,-0.37829,0.0,2.81642,3.2866,4.73157,0.00149,0.00215,0.99738,0.99635,0.05873,0.05414,0,0.0,1.0,0.06473,0.06362
423,0.06362,0.06362,0.06473,0.06362,0.04958,1982-08-17,47734400,66.96926,55.79903,0.05937,0.05883,0.0597,3.0361,2.46795,-0.43884,-0.47454,-0.33694,-0.36361,0.0,2.98186,3.31278,4.74391,0.00194,0.00218,0.9149,0.97423,0.06056,0.05454,0,0.0,1.0,0.06417,0.06362
424,0.06362,0.06362,0.06417,0.06362,0.04958,1982-08-18,125059200,66.96926,55.79903,0.06014,0.0592,0.05985,2.69556,2.27915,-0.38642,-0.45111,-0.3069,-0.34542,0.0,2.84526,3.33688,4.7541,0.00226,0.00219,0.93935,0.95101,0.06209,0.05494,0,0.0,1.0,0.06473,0.06417
425,0.06417,0.06417,0.06473,0.06417,0.05002,1982-08-19,47622400,68.3661,56.52369,0.06088,0.05958,0.06002,2.52362,2.42776,-0.34681,-0.41241,-0.28276,-0.32179,0.0,2.75048,3.3643,4.76226,0.00255,0.00229,0.99678,0.98303,0.06322,0.05524,0,0.0,1.0,0.06641,0.06585
426,0.06585,0.06585,0.06641,0.06585,0.05132,1982-08-20,54857600,72.33654,58.67917,0.06178,0.06007,0.06025,2.83578,3.24342,-0.32242,-0.37129,-0.26567,-0.29699,0.0,2.72685,3.39237,4.76844,0.00288,0.0025,0.99787,0.99919,0.06438,0.05563,0,0.0,1.0,0.0692,0.06864
427,0.06864,0.06864,0.0692,0.06864,0.0535,1982-08-23,69686400,77.5386,61.94316,0.06303,0.06073,0.06058,3.58239,4.63542,-0.31201,-0.33948,-0.25523,-0.2765,0.0,2.76211,3.42073,4.77821,0.00313,0.00288,0.9932,0.99857,0.06596,0.05617,0,0.0,1.0,0.07254,0.07199
428,0.07199,0.07199,0.07254,0.07199,0.05611,1982-08-24,155769600,82.04353,65.36503,0.06466,0.06159,0.06102,4.53308,6.32876,-0.30172,-0.31957,-0.25,-0.26243,0.0,2.81318,3.44262,4.78569,0.00351,0.00329,0.97926,0.99057,0.06839,0.0569,0,0.0,1.0,0.07757,0.07701
429,0.07701,0.07701,0.07757,0.07701,0.06002,1982-08-25,357078400,86.53876,69.62783,0.0669,0.06278,0.06165,5.89772,8.78067,-0.27067,-0.30343,-0.25131,-0.25457,0.0,2.9276,3.47091,4.80187,0.00455,0.00393,0.97106,0.97925,0.07179,0.05782,0,0.0,1.0,0.0798,0.07924
430,0.07924,0.07924,0.0798,0.07924,0.06176,1982-08-26,210582400,88.01916,71.26438,0.06915,0.06405,0.06234,5.70985,9.56905,-0.21881,-0.27927,-0.25399,-0.25197,0.0,2.88881,3.50011,4.82002,0.00558,0.00466,0.98518,0.98092,0.075,0.05876,0,-0.00055,0.89219,0.07589,0.07534
431,0.07589,0.07534,0.07589,0.07534,0.05872,1982-08-27,98649600,72.5212,64.89424,0.07027,0.06491,0.06285,2.91397,7.00735,-0.16679,-0.24125,-0.26202,-0.25377,-1.0,3.1763,3.51432,4.8326,0.00558,0.00529,0.98468,0.99624,0.0762,0.05951,0,0.0,1.0,0.07701,0.07645
432,0.07645,0.07645,0.07701,0.07645,0.05959,1982-08-30,80438400,73.97056,65.80056,0.0714,0.0658,0.06338,2.58089,7.16516,-0.13535,-0.19621,-0.2741,-0.25957,0.0,3.06916,3.52242,4.85207,0.00541,0.00588,0.93055,0.98713,0.07716,0.06028,0,0.0,1.0,0.08091,0.08036
433,0.08036,0.08036,0.08091,0.08036,0.06263,1982-08-31,140560000,78.42457,68.75993,0.07303,0.06692,0.06405,3.4326,8.70914,-0.1247,-0.15797,-0.28476,-0.2685,0.0,3.08952,3.52534,4.87712,0.00541,0.00661,0.97083,0.9749,0.07907,0.06121,0,-0.00056,0.89392,0.07868,0.07812
434,0.07868,0.07812,0.07868,0.07812,0.06089,1982-09-01,82566400,70.72146,65.38357,0.07395,0.06778,0.0646,1.81898,6.97072,-0.135,-0.13698,-0.29547,-0.2792,-1.0,3.15806,3.52108,4.90225,0.00484,0.00714,0.98822,0.98724,0.07962,0.06208,0,0.0,1.0,0.08203,0.08147
435,0.08147,0.08147,0.08203,0.08147,0.0635,1982-09-02,75420800,74.82971,67.84342,0.07532,0.06884,0.06526,2.41502,8.14399,-0.1455,-0.13338,-0.30622,-0.29013,0.0,3.14247,3.52163,4.92638,0.00399,0.00777,0.98274,0.99064,0.08061,0.06303,0,0.0,1.0,0.08259,0.08203
436,0.08203,0.08203,0.08259,0.08203,0.06394,1982-09-03,104540800,75.46903,68.23645,0.07654,0.06985,0.06592,1.96787,7.883,-0.14553,-0.13854,-0.31157,-0.29995,0.0,3.00775,3.51805,4.94828,0.00318,0.00837,0.99482,0.99707,0.08124,0.06394,0,-0.00055,0.89499,0.07812,0.07757
437,0.07812,0.07757,0.07812,0.07757,0.06046,1982-09-07,81379200,61.61894,61.95435,0.07673,0.07044,0.06638,-0.15041,5.20529,-0.14537,-0.14374,-0.30607,-0.30619,-1.0,3.34642,3.49795,4.95765,0.00229,0.00869,0.85792,0.9858,0.08027,0.06465,0,0.0,1.0,0.08091,0.08036
438,0.08036,0.08036,0.08091,0.08036,0.06263,1982-09-08,72329600,65.96092,64.10758,0.07739,0.07121,0.06693,0.59389,6.06805,-0.15718,-0.14741,-0.29516,-0.30611,0.0,3.28998,3.47744,4.97857,0.0019,0.00889,0.62912,0.90257,0.08017,0.06548,0,-0.00056,0.89459,0.07924,0.07868
439,0.07924,0.07868,0.07924,0.07868,0.06133,1982-09-09,63593600,61.31968,61.90983,0.07762,0.07178,0.06739,-0.10607,4.75335,-0.19269,-0.15722,-0.28967,-0.30061,-1.0,3.2812,3.4449,4.99614,0.00173,0.00887,0.087,0.78119,0.0799,0.06628,0,0.0,1.0,0.08147,0.08091
440,0.08091,0.08091,0.08147,0.08091,0.06307,1982-09-10,56067200,64.9564,63.63365,0.07822,0.07248,0.06792,0.66495,5.27769,-0.2299,-0.17917,-0.28966,-0.29423,0.0,3.20738,3.41774,5.02039,0.0019,0.00876,-0.66725,0.66435,0.0805,0.06721,0,0.0,1.0,0.08203,0.08147
441,0.08147,0.08147,0.08203,0.08147,0.0635,1982-09-13,58889600,65.85222,64.05913,0.07881,0.07318,0.06845,0.64851,4.98364,-0.25474,-0.20952,-0.28969,-0.29058,0.0,3.06852,3.40488,5.04462,0.00163,0.00848,0.44793,0.70254,0.08068,0.06813,0,0.0,1.0,0.08482,0.08426
442,0.08426,0.08426,0.08482,0.08426,0.06568,1982-09-14,101494400,70.08543,66.11651,0.0798,0.07403,0.06907,1.40128,5.70699,-0.26587,-0.23798,-0.28969,-0.28968,0.0,3.032,3.39834,5.07015,0.00151,0.00816,0.7793,0.72717,0.08155,0.06921,0,-0.00055,0.90185,0.08426,0.08371
443,0.08426,0.08371,0.08426,0.08371,0.06524,1982-09-15,71747200,68.23269,65.34836,0.08051,0.07477,0.06964,1.0844,4.93678,-0.27685,-0.25799,-0.28969,-0.28968,-1.0,2.89742,3.3847,5.08603,0.00174,0.00787,0.95338,0.88852,0.08246,0.07029,0,-0.00112,0.81466,0.08203,0.08091
444,0.08203,0.08091,0.08203,0.08091,0.06307,1982-09-16,80371200,59.3568,61.55582,0.08058,0.07524,0.07008,-0.08711,3.18512,-0.31761,-0.2763,-0.29351,-0.29032,-1.0,3.02755,3.37321,5.09515,0.00145,0.00737,0.89497,0.98324,0.08211,0.07121,0,-0.00056,0.89526,0.0798,0.07924
445,0.0798,0.07924,0.0798,0.07924,0.06176,1982-09-17,54051200,54.64602,59.41358,0.08034,0.07555,0.07044,-0.65103,2.00591,-0.38606,-0.30681,-0.30109,-0.29286,-1.0,3.02789,3.35473,5.10209,0.00156,0.00666,0.3859,0.85197,0.0816,0.072,0,0.0,1.0,0.08036,0.0798
446,0.0798,0.0798,0.08036,0.0798,0.0622,1982-09-20,39132800,55.94862,59.90103,0.08024,0.07588,0.07081,-0.35366,1.86563,-0.44132,-0.35425,-0.30332,-0.29703,0.0,2.90321,3.34083,5.10915,0.00156,0.00586,-0.62865,0.27634,0.08142,0.07278,0,0.0,1.0,0.08203,0.08147
447,0.08147,0.08147,0.08203,0.08147,0.0635,1982-09-21,36668800,59.77653,61.34326,0.08047,0.07631,0.07123,0.15712,2.23028,-0.45784,-0.40503,-0.2966,-0.29982,0.0,2.83683,3.34267,5.11569,0.00132,0.00508,-0.9335,-0.72157,0.08123,0.07363,0,0.0,1.0,0.08426,0.08371
448,0.08371,0.08371,0.08426,0.08371,0.06524,1982-09-22,103376000,64.38845,63.19292,0.08106,0.07688,0.07172,0.9365,2.88508,-0.44758,-0.43866,-0.28617,-0.29785,0.0,2.79782,3.34421,5.11689,0.00151,0.00453,-0.33237,-0.8393,0.0819,0.07451,0,0.0,1.0,0.08426,0.08371
449,0.08371,0.08371,0.08426,0.08371,0.06524,1982-09-23,139820800,64.38845,63.19292,0.08154,0.0774,0.07219,0.74762,2.51244,-0.42684,-0.4465,-0.28096,-0.29164,0.0,2.65971,3.34895,5.11741,0.00154,0.00394,0.60634,-0.02142,0.08221,0.07535,0,-0.00056,0.89726,0.08147,0.08091
450,0.08147,0.08091,0.08147,0.08091,0.06307,1982-09-24,178192000,54.70833,59.34173,0.08142,0.07767,0.07253,-0.42695,0.91186,-0.41653,-0.4372,-0.28104,-0.28532,-1.0,2.79748,3.34243,5.11184,0.00154,0.00326,0.87833,0.79219,0.08178,0.07603,0,0.0,1.0,0.08203,0.08091
451,0.08091,0.08091,0.08203,0.08091,0.06307,1982-09-27,38147200,54.70833,59.34173,0.08133,0.07792,0.07286,-0.41134,0.63472,-0.41236,-0.42444,-0.27965,-0.28164,0.0,2.70631,3.3362,5.10244,0.00159,0.00264,0.46281,0.88132,0.08142,0.07669,0,0.0,1.0,0.08315,0.08203
452,0.08203,0.08203,0.08315,0.08203,0.06394,1982-09-28,85523200,57.83847,60.38947,0.08146,0.07824,0.07322,0.17096,0.90364,-0.40011,-0.41412,-0.27538,-0.27962,0.0,2.67332,3.32852,5.08912,0.00132,0.00218,-0.35229,0.54912,0.08179,0.07739,0,0.0,1.0,0.08259,0.08203
453,0.08203,0.08203,0.08259,0.08203,0.06394,1982-09-29,65564800,57.83847,60.38947,0.08156,0.07853,0.07356,0.25093,0.72046,-0.37513,-0.40277,-0.27118,-0.27705,0.0,2.54489,3.32327,5.06932,0.00112,0.00184,-0.69284,-0.24584,0.08218,0.07809,0,-0.00056,0.8978,0.08203,0.08147
454,0.08203,0.08147,0.08203,0.08147,0.0635,1982-09-30,74681600,55.47198,59.55682,0.08154,0.07876,0.07387,-0.02696,0.38152,-0.3459,-0.38479,-0.27477,-0.27459,-1.0,2.44141,3.32366,5.04002,0.00107,0.0017,-0.69128,-0.93268,0.08211,0.07877,0,0.0,1.0,0.08371,0.08259
455,0.08259,0.08259,0.08371,0.08259,0.06437,1982-10-01,46256000,59.18318,60.68612,0.08173,0.07905,0.07422,0.3463,0.84138,-0.33032,-0.36208,-0.28471,-0.27533,0.0,2.42791,3.32924,5.00955,0.00095,0.00169,0.30443,-0.6268,0.08211,0.07948,0,0.00112,0.81566,0.08426,0.08036
456,0.08259,0.08371,0.08426,0.08036,0.06524,1982-10-04,69328000,62.64269,61.7973,0.08209,0.07941,0.07459,0.69536,1.20743,-0.29057,-0.33636,-0.27502,-0.27753,0.28718,2.54146,3.33463,4.98866,0.00094,0.00153,0.61414,0.52081,0.08237,0.08022,0,0.00055,0.90131,0.08594,0.08371
457,0.08371,0.08426,0.08594,0.08371,0.06568,1982-10-05,80236800,64.29396,62.34177,0.08249,0.07978,0.07497,0.82538,1.31876,-0.21647,-0.30069,-0.23629,-0.27175,0.24664,2.53272,3.33763,4.9675,0.00106,0.00143,0.87519,0.78854,0.08285,0.08094,0,0.00614,0.45157,0.0904,0.08426
458,0.08426,0.0904,0.0904,0.08426,0.07046,1982-10-06,173532800,76.93833,67.69572,0.08393,0.0806,0.07557,3.32497,3.96993,-0.06772,-0.23535,-0.142,-0.24155,1.0,2.64659,3.34813,4.94971,0.00185,0.00179,0.85317,0.85495,0.0853,0.08191,0,0.0067,0.4489,0.09821,0.09096
459,0.09096,0.09766,0.09821,0.09096,0.07612,1982-10-07,311673600,84.26087,72.50957,0.08642,0.08191,0.07644,5.62857,6.88369,0.15015,-0.11813,0.00706,-0.17075,0.92414,2.80773,3.37143,4.9471,0.00377,0.00244,0.85045,0.85288,0.08957,0.08315,0,0.00725,0.44696,0.10547,0.0971
460,0.09766,0.10491,0.10547,0.0971,0.08177,1982-10-08,275542400,88.36134,76.19899,0.08978,0.08368,0.07756,7.03658,9.58172,0.36951,0.05298,0.17355,-0.05543,0.86619,2.9598,3.40958,4.94899,0.0064,0.00355,0.9267,0.89936,0.09499,0.0847,0,0.00223,0.73837,0.11049,0.10491
461,0.10491,0.10714,0.11049,0.10491,0.08351,1982-10-11,313734400,89.3129,77.18025,0.09294,0.08549,0.07872,6.33304,9.91535,0.5088,0.24674,0.2987,0.08632,0.39964,3.04722,3.44593,4.95309,0.00833,0.00495,0.98368,0.95772,0.10004,0.08626,0,-0.00335,0.65739,0.10882,0.10268
462,0.10714,0.10379,0.10882,0.10268,0.0809,1982-10-12,258944000,78.58813,72.50278,0.09491,0.08689,0.0797,4.01092,7.79632,0.53354,0.40672,0.34226,0.21564,-0.5456,3.3243,3.4684,4.96004,0.00926,0.00607,0.99043,0.99409,0.10315,0.08761,0,0.00112,0.84758,0.10826,0.10268
463,0.10379,0.10491,0.10826,0.10268,0.08177,1982-10-13,198844800,79.50246,73.07114,0.09673,0.08828,0.08069,3.38071,7.66274,0.48904,0.49054,0.32803,0.29725,0.20072,3.41978,3.48782,4.96381,0.0096,0.00714,0.9565,0.9927,0.10566,0.08898,0,0.00056,0.91827,0.10659,0.10324
464,0.10491,0.10547,0.10659,0.10324,0.08221,1982-10-14,178662400,79.97747,73.35795,0.09832,0.0896,0.08166,2.67358,7.28153,0.4337,0.49795,0.2984,0.32295,0.16716,3.38709,3.50485,4.97125,0.009,0.00806,0.9503,0.97418,0.10729,0.09033,0,-0.00223,0.73837,0.10491,0.101
465,0.10491,0.10268,0.10491,0.101,0.08003,1982-10-15,144614400,70.88421,69.51548,0.09911,0.09061,0.08248,1.19693,5.65823,0.39412,0.46219,0.27529,0.31173,-0.57033,3.53552,3.51105,4.97173,0.00759,0.0087,0.88567,0.94999,0.10724,0.0915,0,0.00223,0.73421,0.10547,0.10268
